1.000000000000000000e+03,3.363371231914254622e+01,2.625699138702661912e+02
1.000000000000000000e+03,2.141365433523416684e+01,2.554243379357347976e+02
1.000000000000000000e+03,9.586753554453480319e+00,2.481199672476080309e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.401115107075856088e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.308848547957724975e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.199257396604054691e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.068450613384817700e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.917222040114853314e+02
1.000000000000000000e+03,5.720394092220494286e+01,0.000000000000000000e+00
1.000000000000000000e+03,3.270359178403152356e+01,0.000000000000000000e+00
1.000000000000000000e+03,7.959956644684737626e+01,0.000000000000000000e+00
1.000000000000000000e+03,5.720394092220494286e+01,3.600000000000000000e+02
1.000000000000000000e+03,3.270359178403152356e+01,3.600000000000000000e+02
1.000000000000000000e+03,7.959956644684737626e+01,3.600000000000000000e+02
