0.000000000000000000e+00,0.000000000000000000e+00,1.768097052320344744e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.521738339603538748e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.328122108538230179e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.185254696670301797e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.075190630661224418e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.830994645772541674e+01
1.000000000000000000e+03,2.104394885984146590e+00,8.985776495293457344e+01
1.000000000000000000e+03,1.451429299278048113e+01,8.132920202715681057e+01
1.000000000000000000e+03,2.662450316999203892e+01,7.185344729063352531e+01
1.000000000000000000e+03,3.801149079325534075e+01,6.025640937104348893e+01
1.000000000000000000e+03,4.792161451651206505e+01,4.478141953976636103e+01
1.000000000000000000e+03,5.496030524688806196e+01,2.338171669108456641e+01
1.000000000000000000e+03,5.715931183839595775e+01,3.566300658413078395e+02
1.000000000000000000e+03,5.361510007917414811e+01,3.307962484636647105e+02
1.000000000000000000e+03,4.570502721986909478e+01,3.109730865201323695e+02
1.000000000000000000e+03,3.533658485929798587e+01,2.966397989651415514e+02
1.000000000000000000e+03,2.372116100813627426e+01,2.856954069650747670e+02
1.000000000000000000e+03,1.150633807854083734e+01,2.765420255817101065e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.681067728392034724e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.595507011456128339e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.500129400143316616e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.383644574517516048e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.229996904281702825e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.022282563394286967e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.629337262876838395e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.179956350310067705e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.007449316615247454e+02
0.000000000000000000e+00,0.000000000000000000e+00,9.071156017182643438e+01
0.000000000000000000e+00,0.000000000000000000e+00,8.291491536134356011e+01
0.000000000000000000e+00,0.000000000000000000e+00,7.576071967273460928e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.847632577639329554e+01
1.000000000000000000e+03,1.114777033385018434e+00,6.051201795385625815e+01
1.000000000000000000e+03,1.143810092094444641e+01,5.135382248418605400e+01
1.000000000000000000e+03,2.039832363549454541e+01,4.048611648346125236e+01
1.000000000000000000e+03,2.738216377730009654e+01,2.750788449590074336e+01
1.000000000000000000e+03,3.165849371153979774e+01,1.246645955020965424e+01
1.000000000000000000e+03,3.260980722606177551e+01,3.562458537077411620e+02
1.000000000000000000e+03,3.007575933490884523e+01,3.403995422047728425e+02
1.000000000000000000e+03,2.446379826889761944e+01,3.262531502880314065e+02
1.000000000000000000e+03,1.648512003057807718e+01,3.142763773370309082e+02
1.000000000000000000e+03,6.832793349222619383e+00,3.042560611193134150e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.957110473737920415e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.881229126217410226e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.809733682307094114e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.736468420666238899e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.651184303122024630e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.528353995804158671e+02
0.000000000000000000e+00,0.000000000000000000e+00,2.271871259376170826e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.754831753248964219e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.596933839088186460e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.456456238540934578e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.337690793036726404e+02
0.000000000000000000e+00,0.000000000000000000e+00,1.238296001602106884e+02
1.000000000000000000e+03,4.486532154160823183e+00,1.153410577069229248e+02
1.000000000000000000e+03,1.606827553477504011e+01,1.077854433374270542e+02
1.000000000000000000e+03,2.813717325004170888e+01,1.006431935716903467e+02
1.000000000000000000e+03,4.049289699294431699e+01,9.328926072619753995e+01
1.000000000000000000e+03,5.293734637175604263e+01,8.466395990267746186e+01
1.000000000000000000e+03,6.513828880247861264e+01,7.207610587525229562e+01
1.000000000000000000e+03,7.591754713464882798e+01,4.522022722032188113e+01
1.000000000000000000e+03,7.898392273485985982e+01,3.396754226567223895e+02
1.000000000000000000e+03,7.029037253963616649e+01,2.968365783872602037e+02
1.000000000000000000e+03,5.845223162605066136e+01,2.801740014937072374e+02
1.000000000000000000e+03,4.605647718643399458e+01,2.703108350333099565e+02
